ID,Name,Type,Serving,Serving Size,Headline,Intensity,Sleeve Price,Per Capsule Price,Caption,Taste,Best Served As,Notes,Acidity,Bitterness,Roastness,Body,Milky Taste,Bitterness with Milk,Roastiness with Milk,Creamy Texture,Ingredients & Allergens,Number of Capsules per Sleeve,Net Weight per Total Number of Capsules,Capsule Image Link,Capsule & Sleeve Image Link,Decaf Coffee?,Category,Other Information,Status,Roast Type,Intensity Classification,Acidity Classification,Bitterness Classification,Roastness Classification,Body Classification,Milky Taste Classification,Bitterness with Milk Classification,Roastiness with Milk Classification,Creamy Texture Classification
OL22,Colombia,Original,Lungo,110ml,Late Harvest Arabica,6.0,9.7,0.97,"Master Origins Colombia with Late Harvest uses only high-grown, washed processed Colombian Arabica.",Can you taste the lively acidity and the burst of winey red fruit aromas? That comes from those coffee farmers who dared to wait longer before harvesting their crop. Like your coffee with milk? Master Origins Colombia with Late Harvest Arabica makes a delicate and creamy cappuccino. Sweet biscuit notes emerge when this Colombian coffee combines with milk froth.,Espresso 40ml. Lungo 110ml,Fruity,4.0,3.0,3.0,2.0,3.0,3.0,3.0,3.0,Roast and ground coffee,10,57 g,https://www.nespresso.com/ecom/medias/sys_master/public/14441091694622/colombia-XL.png?impolicy=product&imwidth=150,https://www.nespresso.com/shared_res/agility/n-components/pdp/sku-main-info/coffee-sleeves/ol/colombia_S.png,No,Origins,,Current,Medium,Medium,High,Medium,Medium,Medium,Medium,Medium,Medium,Medium
OL23,Peru Organic,Original,Lungo,110ml,High up in the Andes,6.0,9.7,0.97,"We traveled across remote Peruvian regions in search of some of the finest organic Arabica beans. High up above 1000 meters, tucked into the slopes of the Andes, we found them. Blessed with the meticulous care of smallholder farmers, Peru Organic is an elegant, fruity coffee accented by a smooth toasted cereal note.","An elegant organic Arabica crafted by remote smallholder farmers in Peru’s remote Andes’ mountains, graced with smooth toasted cereal and fruit notes. After going to such great lengths to source the finest organic Peruvian coffee, it was only natural to take the same care in roasting this coffee. Peru Organic is a single origin coffee roasted in two parts to bring a nuanced complexity to the final cup. The two splits are lightly roasted and highlight the bright and smooth character of the blend while revealing the exotic fruity notes.",Espresso 40ml. Lungo 110ml,Fruity,4.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,Roast and ground coffee,10,58 g,https://www.nespresso.com/ecom/medias/sys_master/public/15448290885662/7734.10-PLP-318x318.png?impolicy=product&imwidth=150,https://www.nespresso.com/shared_res/agility/n-components/pdp/sku-main-info/coffee-sleeves/ol/peru_S.png,No,Origins,,Current,Medium,Medium,High,Medium,Medium,Medium,Medium,Medium,Medium,Medium
OL24,Nicaragua,Original,Lungo,110ml,"With ""Black-Honey"" Processed Arabica",5.0,9.7,0.97,"If Black Honey processing were the easy road to a nectarous coffee, they’d all do it. But only a few farmers dare. It’s a rare process because it calls for meticulous monitoring. Master Origins Nicaragua with ‘Black-Honey’ processed Arabica contains this coffee. It gives this Nicaraguan Arabica its smooth honeyed texture and sweet cereal notes.","With ''Black-Honey'' processed Arabica, Master Origins Nicaragua is a nectarous coffee. It has a satiny smooth texture and warming sweet cereal notes. Its distinct sweetness comes from the rare Black-Honey process. If you like it with milk froth, Master Origins Nicaragua with ‘Black-Honey’ processed Arabica makes a rich latte macchiato. As a coffee with milk, it’s balanced and has nutty, roasted notes that surface.","Espresso 40ml, Lungo 110ml",Honey,2.0,2.0,2.0,1.0,3.0,3.0,3.0,3.0,Roast and ground coffee,10,50 g,https://www.nespresso.com/ecom/medias/sys_master/public/14441091792926/nicaragua-XL.png?impolicy=product&imwidth=150,https://www.nespresso.com/shared_res/agility/n-components/pdp/sku-main-info/coffee-sleeves/ol/nicaragua_S.png,No,Origins,,Current,Medium,Medium,Medium,Medium,Medium,Low,Medium,Medium,Medium,Medium
OL25,Ethiopea,Original,Lungo,110ml,Ethiopia with Dry Processed Arabica,4.0,9.7,0.97,This is Ethiopian Arabica at its finest - decadently aromatic.,"It has an orange blossom aroma, but the rich fruit jam notes come from the sun-dried coffee in Master Origins Ethiopia with dry processed Arabica. Continually hand-turning the coffee cherry to ensure even drying calls for great care. And Ethiopian farmers have used this method for longer than anyone else. If you like milk and coffee, try Master Origins Ethiopia with dry processed Arabica with milk froth to make a cappuccino. You’ll find all the delicate floral notes still smoothly dancing through this cup of coffee with milk.","Espresso 40ml, Lungo 110ml",Fruity,4.0,2.0,2.0,1.0,3.0,3.0,3.0,3.0,Roast and ground coffee,10,56 g,https://www.nespresso.com/ecom/medias/sys_master/public/14441091891230/ethiopia-XL.png?impolicy=product&imwidth=150,https://www.nespresso.com/shared_res/agility/n-components/pdp/sku-main-info/coffee-sleeves/ol/ethiopia_L.png,No,Origins,,Current,Blonde,Low,High,Medium,Medium,Low,Medium,Medium,Medium,Medium
OL26,Capriccio,Original,Espresso,40ml,Rich & Distinctive,5.0,8.7,0.87,"Capriccio is the rich, unique espresso that is ready to astonish with its complex and balanced bouquet.",Its distinct cereal notes are characteristic of the Brazilian Arabica and touch of Robusta we use. But then Capriccio surprises you with a fine acidity that gleams through - that comes from the high-grown South American Arabicas and the light roast. Adding milk will bring out the biscuit and caramel notes - it highlights the coffee’s sweetness. You can really indulge with this in a Capriccio cappuccino or Latte Macchiato.,Espresso 40ml,"Balanced, Cereal",3.0,3.0,2.0,2.0,3.0,3.0,3.0,3.0,Roast and ground coffee,10,50 g,https://www.nespresso.com/ecom/medias/sys_master/public/15762782748702/capriccio.png?impolicy=product&imwidth=150,https://www.nespresso.com/shared_res/agility/commons/img/coffees/OL/composition/ol_coffee-sleeves_capriccio_16-9.png,No,Espresso,,Current,Medium,Medium,Medium,Medium,Medium,Medium,Medium,Medium,Medium,Medium
OL27,Cosi,Original,Espresso,40ml,Mild & Delicately roasted,4.0,8.7,0.87,Light roasting classic coffees keeps their distinguished aromatics alive. Cosi meets your palate with a smile.,"It’s a blend of world-renowned Arabicas - from East Africa and Latin America. Kenya brings the jammy ripe, red fruit notes to Costa Rica’s rich, sweet cereal base. The light roast and coarse grind keeps this espresso mild and rounded without losing any of its soul. Cosi with milk takes on an indulgent silky texture and sweet biscuit notes.",Espresso 40ml,"Fruity, Cereal",3.0,2.0,2.0,2.0,3.0,3.0,3.0,3.0,Roast and ground coffee,10,50 g,https://www.nespresso.com/ecom/medias/sys_master/public/15762785566750/cosi.png?impolicy=product&imwidth=150,https://www.nespresso.com/shared_res/agility/commons/img/coffees/OL/composition/ol_coffee-sleeves_cosi_16-9_2x.png,No,Espresso,,Current,Blonde,Low,Medium,Medium,Medium,Medium,Medium,Medium,Medium,Medium
OL28,Volutto,Original,Espresso,40ml,Sweet & Light,4.0,8.7,0.87,The delicate and generous aromas of Brazilian and Colombian Arabicas strike graceful harmony in this approachable espresso.,"Volluto is sunny living. The natural Brazilian Arabica mellows out in its pre-shipment resting time. The medium roast softens the Brazil’s cereal notes and turns them to sweet biscuit. And the washed Arabica from Colombia brings delightful fresh red fruit notes to the blend. The medium roast and grind rounds out these flavors and creates a perfectly balanced espresso. Volluto comforts like the smell of fresh, oven-baked brioche does. This sweet and light espresso stays in full-bodied balance when you add milk.",Espresso 40ml,"Balanced, Fruity, Cereal",3.0,2.0,2.0,2.0,3.0,3.0,3.0,3.0,Roast and ground coffee,10,50 g,https://www.nespresso.com/ecom/medias/sys_master/public/15762784452638/volluto-XL.png?impolicy=product&imwidth=150,https://www.nespresso.com/shared_res/agility/n-components/pdp/sku-main-info/coffee-sleeves/ol/volluto_S.png,No,Espresso,,Current,Blonde,Low,Medium,Medium,Medium,Medium,Medium,Medium,Medium,Medium
OL29,Volutto Decaffeinato,Original,Espresso,40ml,Sweet & Light,4.0,8.7,0.87,Sweet and light. Delightfully balanced cereal and fruity notes. Volluto has an easy way about it.,"And Volluto Decaffeinato is faithful to form - Brazilian and Colombian coffees are carefully composed and now gently decaffeinated - for very sunny living. We decaffeinate naturally to make sure the coffee beans’ quality and taste is protected as much as possible. And just as with Volluto, in a Volluto Decaffeinato with milk you’ll taste the irresistible charm of those easy sweet biscuit and caramel notes with a splash of lively fruit aromas.",Espresso 40ml,"Cereal, Fruity, Balanced",3.0,2.0,2.0,2.0,3.0,3.0,3.0,3.0,Decaffeinated roast and ground coffee,10,50 g,https://www.nespresso.com/ecom/medias/sys_master/public/15942161104926/volluto-decaffeinato-XL.png?impolicy=product&imwidth=150,https://www.nespresso.com/shared_res/agility/commons/img/coffees/OL/composition/ol_coffee-sleeves_volluto-decaffeinato_16-9.png,Yes,Espresso,,Current,Blonde,Low,Medium,Medium,Medium,Medium,Medium,Medium,Medium,Medium
OL30,Corto,Original,Espresso,40ml,Very spicy and slightly smoked,11.0,9.7,0.97,"Inspired by the dark roasted tastes and thick textures created by the expert baristas of Spain, we selected a blend of African Arabicas and Robusta, and roasted them long and dark to create a powerful, full-bodied taste, which becomes smoother and creamier with a splash of milk.","For BARISTA CREATIONS Corto, we took our inspiration from the dark roasts and thick textures created by the expert baristas in Spain, that is why it is easily recognizable by its raw strength and intense, roasty character. Corto can punch through milk with its rich aftertaste, elegant bitterness, and a thick, textured body. With a dash of hot milk and milk froth crowning the cup, you’ll experience Corto in the traditional cortado recipe’s way.","Capuccino, Latte Macchiato",Intense,3.0,3.0,3.0,3.0,1.0,5.0,5.0,1.0,Roast and ground coffee,10,58 g,https://www.nespresso.com/ecom/medias/sys_master/public/14438025363486/corto-XL.png?impolicy=product&imwidth=150,https://www.nespresso.com/shared_res/agility/n-components/pdp/sku-main-info/coffee-sleeves/ol/corto_L.png,No,Barista Creations,The intensity provided is an estimate as this coffee does not have an official intensity level,Current,Dark,High,Medium,Medium,Medium,Medium,Low,High,High,Low
OL31,Scuro,Original,Espresso,40ml,With balanced biscuit notes,8.0,9.7,0.97,"Taking our inspiration from Melbourne baristas - the masters of robust, but perfectly balanced tastes.","Our BARISTA CREATIONS Scuro shows you how intense your coffee can get while still staying beautifully in balance with milk. It’s just roasty enough to push through milk, and its delicate sweetness tempers its intensity to make it a compelling intense Cappuccino or Latte Macchiato.","Capuccino, Latte Macchiato","Roasted, Balanced",3.0,3.0,3.0,3.0,3.0,3.0,2.0,3.0,Roast and ground coffee,10,50 g,https://www.nespresso.com/ecom/medias/sys_master/public/16291413262366/scuro-OL-XL.png?impolicy=product&imwidth=150,https://www.nespresso.com/shared_res/agility/n-components/pdp/sku-main-info/coffee-sleeves/ol/scuro_L.png,No,Barista Creations,The intensity provided is an estimate as this coffee does not have an official intensity level,Current,Medium,Medium,Medium,Medium,Medium,Medium,Medium,Medium,Medium,Medium
OL32,Chiaro,Original,Espresso,40ml,With notes of caramel and sweet biscuits,6.0,9.7,0.97,"Inspired by the baristas of Brooklyn, who value the natural sweetness of coffee and apply a light roast to protect it.","BARISTA CREATIONS Chiaro has hardly a hint of roastiness, and almost no bitterness or acidity you can perceive. It’s all creamy caramel and sweet biscuit notes when you add milk. The baristas in Brooklyn inspired us in the way their light roast values the natural sweetness of coffee and lends a decadent smoothness to the cup when you add milk.","Capuccino, Latte Macchiato",Balanced,3.0,3.0,3.0,3.0,5.0,1.0,1.0,4.0,Roast and ground coffee,10,48 g,https://www.nespresso.com/ecom/medias/sys_master/public/16154719715358/chiaro-XL.png?impolicy=product&imwidth=150,"data:image/jpeg;base64,/9j/4AAQSkZJRgABAQAAAQABAAD/2wCEAAkGBxATEhUSEhIVEA8VFRcXFRUVFhAWERUPFRUYFhUVFhUYHSggGBolGxUVITEhJikrLi4uFx8zODMtNygtLisBCgoKDg0OGhAQGzciHSAvLS4tKzctLysvLS0tKystLS0tNy4tNystLS0tLSstLSstLy0tLS0tLS0tLS0tLSsrLf/AABEIAKgBLAMBIgACEQEDEQH/xAAcAAEAAgMBAQEAAAAAAAAAAAAABAUDBgcCAQj/xABKEAABAwICBQgFBwsACwAAAAABAAIDBBEFIQYSMUFREyIyYXGBkaEHcrHB0RQjM0JSYqIVJENTc4KSsrPh8CVjZIOEk8LD0uLx/8QAGAEBAAMBAAAAAAAAAAAAAAAAAAECAwT/xAAkEQEAAgIBAwQDAQAAAAAAAAAAAQIDETEEEyESFEFhIjJR8P/aAAwDAQACEQMRAD8A7iiIgIiICIiAiIgIiIML6loNs3O4NBPiRkO9fRMfsO/D8Vy7Ea2QV5YWML+UJa02cOdt5+rdud8gt2mGobFpz3ta54bkMi1ouc+vggvOUP2T+H4r5y33HfhPsK17lH5WjcfvOELGnuMhcPBQsWopZWkFtM1m8uY+V1rbRcxgHvKDbYKqN5Ia4EjaN47Qsy5noHXStq+RbC3kncpd5dYtgZ0NVoye4u2gbL7TZdMQEREBERAREQEREBERAREQEREBERAREQEREBERAREQEREBERAREQEReJpA1pcdjQSewC6DQafCXzYrUk2ZTRahGqG35ZzQ61iLcXHfmFtxw/frnvbH8FC0abaN0ryBJPI6VwyvY2az8LW+Ks3VsY2uHmgwfk7/AFhHYGrxNg7HtLXvc5p2giL/AMVnOKQfbHg74IMSgP6Qeaga7oJByc1XC4NLoZA1hsNbki24N9oB4fdW5LWZi2KrZUMsWTNEUpBHSbcxuPi4LZlIIiICIiAiIgIiICIiAiIgIiICIiAiIgIiICIiAiIgIiICIiAiIgKJiObdXaHbexS1Cqzd1upRKYR44ABs/wDih1EIKspNigTFUSrJqccV4EA61IkK8tRL5yQ7VsuGy60bTvGR7QtfCtcDf0m9h9x9gUwiVqiIrqiIiAiIgIiICIiAiIgIiICIiAiIgIiICIiAiIgIiICIiAiIgKBP9Ie72BT1Xz/SHu9gUSmHycquncp1QVVVD1RZHe7NfWOUd7817Y5BKBVjgZ57vV96qg5WWAnnu9X3hTHJK9REV1BERAREQEREBERAREQEREBERAREQEREBERAREQEREBERAREQFW1B+cPd7ArJVdV9Ie72BRZMPFSVT1LlbVRyVLUlUWRHuzWSNyjvOa9xlBLBVpo+fnHer7wqdrlb4E1zXlzgQ0tsCeNwpjlEthRRnVY3BeDVnqV1UxFB+VO/wAsnyl3FBORQOXdxXg1L/8ALILJFW/LH9S9txA7wEE9FAfiORsy53DWAue0jJadj+m2IwXIw4NYP0hkMrbcSIwNXvKDoCLhlT6RcTlybLHD1Rxs2dsmsqvEMVq5L8rVTON82ukcGavqg28kHe63FaaH6WeKL13sb7So1NpJQyZMqoXHhyjL+BN1+eopREbsl1D90ELOccntq65cLWvqsBt1uAufFB+kmuBFwbjiNi+r8yU1ZKw3jJidvLXFpPe03VrBpdikfRrZB62rJ/UB9iD9DItL9GGP1NXDKah4kcyQNDg1rSQWg5huW3qW6ICIiAiIgIiICIiAiIgIiICq6v6Q93sCtFVVf0h7vYFFkwxVKpqlXFUqatka0XcQ0cSQB4lUWV79q9xqprNI6NnSnYbfZJefBgKrJdO6QZNbJIewNHi4g+SaG+4Y5rTrOaXZ2uBfV4ZbeOfUrlkzXdEh3YVzzQrTH5TUmAxiIOY4t+c1nF7M7WsPq6x37F0MQMcLuaCRvIBPirwrL45eCspphuuO93xUeW43+xSh9N15Lio8lS4cFFlxCTg3wPxQT3SlePlBVRLiknBvgfiocuLzfdH7v91A2PlljdOtTnxao+3bsaz3hQZqqY7ZXeNvZZBuj60DabBV8+lFOzIyax4Mu4+Iy8StMnjvm4lx67k+ajtiBcABtNkSqNMHxOqnuibyTHBri0BttZzQSe+4J67qmDR/hK3ilweCXOobMQdfUfCNZzWscGgOFjcE652butY5tCI5L/JKtskn6qZpjkPGxNr+FutWiUNPaLbAB4IFlq6WSJ7o5WGORuTmuyI/t1rDdShlaUJXgFelA616FR8xUfth/IF0Zc89C4/N5/2w/ptXQ1CRERAREQEREBERARYK4nk32yOo6xFwb6p2ELkWN6Luqbk1tWLjoySumh/5biD5rO+WtJ1K9cc2jw6lX4/RwfTVMMR4OkYHeBN1rtb6UcJYSBM+Zw3RxSkdznANPiuT1Xo+qmD5t0Mw4AmJ57Gv5v4lS1mCVcQvJTysHHV1md72Xb5q1clLcSiaWjmHU670zRD6Gke/rle1nfZgffyWt4h6Ua2RxcxkMN+DXPd4uNvJc/gfrmzAZDwYC8+DVa02j1fJ0Kd4HF+qwfiIPklprHMlYmeITq3SzEZenVS/ulsY8IwFTSvLjrOJc7i4lzvErYaPQKsdm+WOIdWu827Mh5q7pfRzCLGaeWQ7w3UY33nzWM9Rjj5axhvPw0BzhvKxiVpNhzjwGZ8F2Cg0HoGZinDzxkL5PJxt5K7io44xZsbWN4Na0exUnqojiFowT8y49oy6aCqgn5F7WslbrFwLbRu5rzzrfVc5foqDgueY7Qtc0nxW4aO1vKQxOJzLQHes3mu8wVbBn7kzEozYfRETC5cFDnCmXUeVq6XOrpmKvnareVqrqhiCrmaoUyn1AVfOFCUKVRpCpMjSo0saCHNIq6pxFsR1jm6x1W3zJ3HqA4qfK1aZibtaaRx+1YDcGtyAUxCFnFpRXNAayofGwbGss0DwFz33Vxh2m73Wjrmiph/WarW1EXBzHNA1rcDn1rTrr7dSh0zSKh+Ux8k5wlqWR8pSTjbPBbXMRO8ltyDxHbfmwct7onPOEwTNJEkE0jWO3ga/KM7g64Wj15by0jW2AMjwxo4axsAOxIS+Ar2CrPDdE8RmtydJKQd7miNvbeQtW04f6J61+cssUA4DWld4DVHmiGy+hc/m037f/tsXQlQ6HaMsoInRtkdKXv13OcGtz1Q2wA2Dm8Sr5QkREQEREBERAREQYasfNv8AVd7Cub4viLaaB872ucxgBIbbWsXBuVyBvuulzDmnsPsXJdNx/o+p/ZX8CD7lydRG7VdOCdVsx0GnmHSZcvyR4StcwfxEavmtkhc1wDmkFpAILTkQcwQRtC4limENNJHVtPO5JnKgWF5XOYASANtnm9uDCc3Erreijr0VKf8AZ4v6YWOXHWsbq1x3tadSmx7Bxzv1m+9e4W5OXhvvPtKzU2xy5Z5dEcEbcvP4e9e4c3ALNSxXaVGY/VcCra1EK8zK8YwBfJ6YEdaxtqha6y0z+Zn/AIF37pb8XHq1fLWK7LWaU0YxAta9m0Ndfud/cFeMdlHKEjgqLA6y1Tq7ntI/eHOHkD4rhxzNbT6XdesWp5dPjrmkX2L66pbxCo4Jcke5dcdTZx9iFw+QcQoU5CrJFAqSeKn3X0j2/wBrCoIVbO9vEKtqbqulT3P0dj7WstVGNrgq+oxKPdcqumKiSOU9+0o7UQkVFY52zmjzVDVYbK5/zcb5S47GNc91znmGgnvU8vK3zQqjkaOXEZPOIv0XFga0N1SRYi5dvC1xTMzuVLxEQ0vDvR7isuym5Jv2pnMYP4bl34Vs9F6H321qirawb2xMLj3PeR/Kugflgjbrg8DFIT4hufmo09dUS5QxOe77Ut44m9ZB5x7m94W22TWMaw1kUFPhVMXOfNJa7rGQRa5fLK6wtln4ELoVBhVPAPmYY4uOoxrSe0gXKqcC0eFM6Sqmk+UVb286QgNayMZ8nG36rcu+yqJMXfUggvDQfqA2A7d5VbXiq1a7bi6uiH12+KyxStcLtIcOIIK12gp2hmqTn25jsRkPJu1mlwP+beKz7s/xftx/WyooeG1Rkab7QbZb+tTFrE7jbOY0IiKUCIiAiIgIvhK8OmaN6D24LlekNI6akmhZbXkic1tzYaxGWe5dLfXMC526a4IDtU5gHI2O429y5OqnU1n/AHw6en8xMOO1GFYnBFJDLTTOheGdHnhpjN2kOj1gBlYjfYbLBdc0Qd+Y0vEQRDwYAvvLVDdmpKL8Sw21hYbx0dbPiBxymxSkgEjVJAuLg2O8X3rnyZfXHDamP0yys97v5ivcBsSFjgOXe7+Yr5UOs5YWb1WOHSZlvH2r1W0d8wqp1RqkOHfxVpHiNxe2sOIIWmO1bV9Nmd62rb1VY6emOwqVWThjbb1G/KN8mNJPAXcf4WrBNhVbN0Y9W/1pHBvlmfJXiNRqkbV5nd501zE6i7itTkr+TnY/cxwJ7Ac/K66ZB6PpHfTVAbxEbbn+Jx9ynUno0wxpu+J1Q7jK9xae1jbNPgtMPTWj9kZeprrVUSNyyr7iFOI5XMaNVo6IGwNIuAOobO5eQVhManSYncbYpVAqAp8qrq4Zd6hKBO1V0wUqpbwO9R5gra0javmUOQKdMFEkV6qSm6I4cJ6yGNw1ma2s8HYWMBcQeo2t3ruwC5l6KMPdy0sxFmtYGNO4l7rm3YGea6cu3FH47cuSfLwYm/ZHgF6AA2ZL6i1UQcck1aeU/cI8Rb3rmdBx3hdA0wl1aV33i0ed/cuf4bk4jiubPPmG+GPEtjoHh1tzhsVzWVBFrha3AbELY3ODmtvtWVZ3Ew0tHmErBZwS4AWyB9qtVUYXqtfYbSD8Vbrrx/r5c1+RERXVEREHh77LC+QqQQvJjQQZHOUSS6tjAsbqMHegpXqiqcPYSSLtN93wOxbocNYdt15GEQ/ZJ7SVE1i3MJi0xw0F9FIOi4O7bj4rHrvHSYe0ZjyXR24dCP0be8X9qzMgYNjWjsACxt01J+msZ7w59R6xaNVj3m56LHnab52GSn/kSqlH0YiHGRzfY2/nZbqvhKrHS0+VvcW+GrQ6JfrZyeqNob5uvfyU+mwKkj2RBx4vLn37jl5K1cVjcFrXDSvEM7Zb25l4FQ1os1oaOAAA8FjfXu3BenALC8BaM2CXEZNyg1GJzfaspkgCgzgINV0jx6aGSOR7OWidzXkGzmkbLHZnc7eCnYVizag2hje7qOo11vG3mpk9MxwIIBB2ggEEdir6GgbTv1o283ey51e7O48VlfDW3lpXLaqxmZIOlDMP928jxAUGdzd4cO1rx7law48xvShkHqyvPkbKW3Sin3sqB3g/9axnpY/rTvz/ABp8rY+3sDisDqVzujHK/wBWKU+xq3xukUJ6MNS7sH/uszMTkd0KOpPW98TR/UKn2v2d/wCnPho9VuzFNIG7y/UjAHHnkHyVTPiMNOCTC6eYbBe0I63XAJ7l10x1TwRyUcIItcyPkdn90Bv8yrsP0FpWP5WW9RJe41+gD1M2eN1euCsKTmmX30dCd1IJpxZ8ri5rbWDYRZrABuBsT+8tpXwBCtojTKZ2+r45wGZNgq+tdLbmmy1TE6Spfte4jhuUiHpZpW2UvhDNRjDzXOPOe4XBIbbJueWdyqKlrW5G+e9WE2E1BAbJC2ojHRDw4PaNwbI0hwHbdeI9Fi7ZTVDPVlhc38bQfNcuXFe07h0Y70iNSshO0gOvt9qtaupAia4HgqNmik+wR1Nv+D98wVgNG6hzQwtnDeDn0jB4t1z5LLtZfPhr3MfjyjnSPkTrgB7xsaSQHE5WJANsjtst4wfEG1ELJWtLNYZtdbWaeGW3tWtYfoU0EOeGNI+8+Z3cXBrAf3Ctup4GsaGtFgPG/EldGDHekatLDNelp/GGRERbsRERAREQEREBERB8X1EQfF8IREHh4WIhEQYnhYHsKIgwvhJWF1C4oiD4MIcVkbgAO1EQZo9Hot4upcWFQt2NC+oglMiaNgAXtEQEREBERB8IC+ag4BEQfdUcF9REBERAREQEREBERB//2Q==",No,Barista Creations,The intensity provided is an estimate as this coffee does not have an official intensity level,Current,Medium,Medium,Medium,Medium,Medium,Medium,High,Low,Low,High
OL33,Cocoa Truffle,Original,Espresso,40ml,Cocoa Flavored,6.0,9.7,0.97,Dark and bitter cocoa flavour meets the malted cereal note of the base espresso in Barista Creations Cocoa Truffle.,It’s rich and reminiscent of dark chocolate truffles. The base espresso is a blend of the finest South American Arabicas – sweet Bourbon beans from Brazil in harmony with the washed Colombian beans. A split roast brings out the best in each to create an incredibly smooth and rounded espresso – a great match for that dark cocoa flavour. A distinct cocoa note with a touch of almond sweetness and a hint of vanilla – that’s how you’ll recognize a Barista Creations Cocoa Truffle cappuccino.,"Ristretto 25ml, Espresso 40ml, Cappuccino and Latte Macchiato",Cocoa,3.0,3.0,3.0,3.0,1.0,1.0,2.0,2.0,Roast and ground coffee,10,53 g,https://www.nespresso.com/ecom/medias/sys_master/public/16283400470558/cocoa-truffle-capsule-XL.png?impolicy=product&imwidth=150,https://www.nespresso.com/shared_res/agility/n-components/pdp/sku-main-info/coffee-sleeves/ol/cocoa-truffle_L.png,No,Barista Creations,The intensity provided is an estimate as this coffee does not have an official intensity level,Current,Medium,Medium,Medium,Medium,Medium,Medium,Low,Low,Medium,Medium
OL34,Vanilla Éclair,Original,Espresso,40ml,Vanilla Flavoured,6.0,9.7,0.97,"It’s in sweet harmony that Barista Creations Vanilla Éclair flavour blends into a round, smooth Latin American Arabica espresso.","The base blend of Brazilian and Colombian Arabicas is known for its smooth taste and malted cereal notes – a real classic roasted coffee aroma. Barista Creations Vanilla Éclair plays into that full flavour with its own richness. The vanilla flavour brings a velvety layer to the taste of this flavoured coffee. If you dare the decadence, try it as a cappuccino and taste sweet almond notes dancing through the creamy custard taste.","Ristretto 25ml, Espresso 40ml, Cappuccino and Latte Macchiato",Balanced,3.0,3.0,3.0,3.0,1.0,1.0,2.0,2.0,Roast and ground coffee,10,50 g,https://www.nespresso.com/ecom/medias/sys_master/public/16283622670366/vanilla-eclair-coffee-XL.png?impolicy=product&imwidth=150,https://www.nespresso.com/shared_res/agility/n-components/pdp/sku-main-info/coffee-sleeves/ol/vanilla-eclair_XL.png,No,Barista Creations,The intensity provided is an estimate as this coffee does not have an official intensity level,Current,Medium,Medium,Medium,Medium,Medium,Medium,Low,Low,Medium,Medium
OL35,Caramel Crème Brulle,Original,Espresso,40ml,Caramel Flavoured,6.0,9.7,0.97,Go ahead and dream a little. We did. The warming flavour of caramel softens the roasted notes of our most rounded and smooth espresso.,"Creamy notes of caramel, coconut and vanilla dance through Barista Creations Caramel Crème Brûlée. The base blend for this flavoured coffee consists of some of South America’s finest Arabicas. We blended Brazilian Bourbon beans with washed Colombian coffee and split roasted them to bring them into beautiful harmony. The roast really develops that smooth texture and rounded mouthfeel. It’s into that harmony that we add the caramel flavour to bring this treat to the next level. Try Barista Creations Caramel Crème Brûlée as a cappuccino – it’s exceptionally creamy and brings out those notes of vanilla and coconut.","Ristretto 25ml, Espresso 40ml, Cappuccino and Latte Macchiato",Balanced,3.0,3.0,3.0,3.0,1.0,1.0,2.0,2.0,Roast and ground coffee,10,50 g,https://www.nespresso.com/ecom/medias/sys_master/public/16107325259806/caramel-creme-brulee-XL.png?impolicy=product&imwidth=150,https://www.nespresso.com/shared_res/agility/n-components/pdp/sku-main-info/coffee-sleeves/ol/caramel-creme-brulee_L.png,No,Barista Creations,The intensity provided is an estimate as this coffee does not have an official intensity level,Current,Medium,Medium,Medium,Medium,Medium,Medium,Low,Low,Medium,Medium
